APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
9792368,R01,CE,5,N,8/23/2019,9/30/2019,9/29/2020,136,R01CE002971,SCHOOLS OF SOCIAL WELFARE/WORK,RFA-CE-18-001,5R01CE002971-02,NCIPC:213354\,Non-SBIR/STTR RPGs,2019,NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,,CHICAGO,UNITED STATES,NONE,1,5421136,US,1413601,UNIVERSITY OF CHICAGO,IL,606375418,"Project Narrative Youth violence remains a chronic problem in the United States, with homicide a leading cause of years of potential life lost among African-American and Hispanic men. Although recent research has identified behaviorally-informed interventions that work to change decision making and reduce violent crime, little is known about how to successfully reach youth at highest risk for violence involvement outside of institutional settings such as school or correctional facilities. Our randomized control trial aims to identify whether a community-based intensive mentor can recruit these highest risk youth and engage them in a five-month program that provides trauma- informed cognitive behavioral therapy, and whether this intervention delivered in some of the most disadvantaged neighborhoods in Chicago can reduce youth violence and improve life outcomes.",15443014; 8476703 (contact); ,"KAPUSTIN, MAX ; LUDWIG, JENS  (contact);",,9/30/2018,9/29/2022,,Experimental Evidence on Reducing Youth Violence and Improving Life Outcomes in Chicago,2971,ZCE1,Special Emphasis Panel ,,,2,,,213354,
9795374,IK6,VA,5,N,9/5/2019,10/1/2019,9/30/2020,999,IK6RX002706,,RFA-RX-17-009,5IK6RX002706-03,,OTHERS,2019,Veterans Affairs,,SALT LAKE CITY,UNITED STATES,,2,9094756,US,481089,VA SALT LAKE CITY HEALTHCARE SYSTEM,UT,841480001,"Dr. Wambaugh's research involves developing and testing speech and language therapies for acquired communication disorders that result from stroke or other brain injury. These disorders are acquired apraxia of speech (AOS) and aphasia, which are impairments of speech production abilities and language abilities, respectively. Dr. Wambaugh has developed several treatments for these disorders which have been demonstrated to consistently result in improved speech and language skills. Her research is currently focused on maximizing the outcomes of these treatments. For example, she is studying the effects of treatment intensity (high intensity vs. lower or traditional intensity) on AOS outcomes so that most effective way to administer therapy can be determined. She is also developing reliable ways to measure the outcomes of AOS and aphasia treatments. Her research is directed toward treatments for clinical use.",9395646; ,"WAMBAUGH, JULIE L.;",,10/1/2017,9/30/2022,Academy; Acquired Communication Disorders; Acute; Address; Age; Aphasia; Apraxias; Area; Articulation; Award; base; Behavior Therapy; Benchmarking; Biofeedback; Biological Markers; Brain; Brain Injuries; California; career; Characteristics; Chronic; Clinical; clinical application; Clinical Research; Clinical Treatment; Combined Modality Therapy; Communication impairment; design; Development; Disease; doctoral student; Dose; Evidence based practice; Feedback; Focal Brain Injuries; Frequencies; Goals; Guidelines; Head; Health care facility; Healthcare; Healthcare Systems; Hour; Impairment; improved; interest; Investigation; Investigational Therapies; Language; Language Therapy; Lead; Lesion; Literature; Maintenance; Measurement; Mentors; Meta-Analysis; Methods; motor learning; Neoplasms; Neurologic; Neuronal Plasticity; novel; Outcome; Outcome Measure; Palate; Participant; Patients; Performance; Persons; Phase; phrases; predicting response; Prediction of Response to Therapy; Prevalence; Production; programs; Publications; Publishing; Randomized Controlled Clinical Trials; Rehabilitation therapy; Reporting; Research; Research Activity; research clinical testing; Research Personnel; Resources; response; Retrieval; Role; Sampling; Science; Scientist; Severities; Site; skills; sound; Speech; Speech Therapy; Stroke; Symptoms; Testing; therapy design; Time; Tongue; Training; treatment duration; treatment effect; treatment guidelines; Treatment outcome; Treatment Protocols; treatment response; Veterans; Visual; Work; wound; ,RR&D Research Career Scientist Award Application,2706,RRD7,Rehabilitation Engineering & Prosthetics/Orthotics  ,,,3,,,,
9816480,R13,HS,1,N,6/26/2019,9/30/2019,9/29/2020,226,R13HS027067,,PA-16-453,1R13HS027067-01,AHRQ:34605\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,LEAWOOD,UNITED STATES,,3,10587983,US,10025858,NORTH AMERICAN PRIMARY CARE RES GROUP,KS,662112680,"Project Narrative The purpose of the proposed national Practice-Based Research Network (PBRN) conferences to be convened annually from 2020 through 2022 is to enhance the skills and knowledge of clinicians and researchers in evidence-based research in order to reform the health of the U.S. population and the quality of the primary health care they receive. The Agency for Healthcare Research and Quality (AHRQ) conference grant to support these PBRN meetings will facilitate AHRQ in achieving its mission to generate evidence that will make health care safer, higher quality, more accessible, equitable and affordable----especially primary care practice?by promoting collaboration among conference attendees and partners to disseminate research design, quality improvement, positive outcomes, innovations and results and ultimately transforming the delivery of primary care health care. Through this conference, the intent is to ensure the produced evidence is understood and used among clinicians and researchers.",1975321; ,"NEASE, DONALD E;","MCNELLIS, ROBERT",9/30/2019,9/29/2022,,National Practice-Based Research Network Conferences 2020 to 2022,27067,ZHS1,Special Emphasis Panel ,,,1,,,34605,
9816580,I01,VA,5,N,8/27/2019,10/1/2019,9/30/2020,999,I01RX001985,,RFA-RX-18-003,5I01RX001985-02,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,DECATUR,UNITED STATES,,4,824835805,US,481023,VETERANS HEALTH ADMINISTRATION,GA,300334004,"Extremity trauma has been a significant combat casualty for military personnel, comprising 58% to 88% of combat wounds, in recent US armed conflicts. These injuries often result in long term functional disabilities and predispose soldiers to chronic pathologies like post-traumatic osteoarthritis. As such, these injuries are a large burden for military personnel, their families, and the whole of the DOD and VA systems. The proposed work will develop new regenerative engineering interventions in combination with rehabilitation therapies that will improve long term functional outcomes for patients after multi-tissue trauma. The outcomes from this work will provide scientific rationale into how quickly the patient can begin to use the limb, how much load to support, and how to implement physical therapy protocols. This information will be disseminated through publications and direct consultation with physical therapist at the Center for the Intrepid and Atlanta VAMC?resulting in improved daily function and ultimately the quality of life of service members, veterans, and their families.",10609415; ,"WILLETT, NICK J;",,10/1/2018,9/30/2022,3-Dimensional; Amputation; analytical method; Angiography; Animals; Athletic Injuries; Attenuated; Autologous Transplantation; base; Blood Vessels; bone; bone healing; bone morphogenetic protein 2; Bone structure; Bone Tissue; Caring; Cell Therapy; Chronic; chronic pain; Clinical; Collagen; combat; Conflict (Psychology); Consultations; daily functioning; Data; Defect; Degenerative polyarthritis; Dose; efficacy testing; Encapsulated; Engineering; Exercise; exercise intensity; exercise intervention; exercise training; Extracellular Matrix; Family; Fiber; Fracture Healing; functional disability; functional outcomes; Gait; healing; Histology; Hydrogels; Impairment; Implant; improved; injured; Injury; insight; Intervention; Isometric Exercise; Limb Salvage; Limb structure; Literature; Mechanical Stimulation; Mechanics; member; Methods; microCT; Military Personnel; Modeling; Muscle; Muscle Fibers; muscle regeneration; Muscle satellite cell; Muscular Atrophy; muscular structure; Natural regeneration; nerve supply; Neurologic Dysfunctions; Operative Surgical Procedures; Outcome; Outcome Measure; Pain; Pathology; Patient-Focused Outcomes; Patients; physical therapist; Physical therapy; Pre-Clinical Model; Production; Protocols documentation; Publications; Publishing; quadriceps muscle; Quality of life; Rattus; regenerative; Regenerative Medicine; regenerative therapy; Regimen; Rehabilitation therapy; repaired; Research; restoration; Role; Running; satellite cell; scaffold; Series; service member; Severities; Soldier; stem; Structure; System; Testing; Thick; Tissue Engineering; tissue regeneration; tissue trauma; Tissues; Torque; Transplantation; Trauma; treadmill; Treatment Efficacy; treatment group; Treatment Protocols; Vascularization; Veterans; volumetric muscle loss; Work; ,Combined Regenerative and Rehabilitation Therapies for Extremity Trauma,1985,RRD0,Translational Rehab (Basic) ,,,2,,,,
9816584,IK2,VA,5,N,9/25/2019,10/1/2019,9/30/2020,999,IK2RX002814,,RFA-RX-18-009,5IK2RX002814-02,,OTHERS,2019,Veterans Affairs,,BEDFORD,UNITED STATES,,6,80042336,US,481040,EDITH NOURSE  ROGERS MEMORIAL VETERANS HOSPITAL,MA,17301114,"Non-pharmacological chronic pain treatment is an urgent need for Veterans; this proposed project will increase access to evidence-based, non-pharmacological chronic pain treatment by providing Veterans with an acceptance and commitment based online treatment intervention aimed at reducing pain-related distress and improving daily functioning. The VHA has committed to exploring innovative treatments for Veterans with chronic pain, and this project would align with VISN 1 Integrated Pain System strategic goals and Standards of Pain Management of 1) pain assessment and treatment and 2) evaluation of outcomes and quality of pain management. This work will fill a substantial gap in VHA pain services by developing an at-home technology-assisted treatment for chronic pain that can lead to substantially increased access to effective chronic pain treatment for Veterans.",14978115; ,"REILLY, ERIN ;",,10/1/2018,9/30/2023,Achievement; Address; Adult; Affect; Award; base; Behavior; behavior change; Behavior Therapy; Behavioral; Caring; Cessation of life; Chronic; chronic pain; Client; Clinical; Clinical Trials; Cocaine; Cognitive; compliance behavior; Control Groups; cost; cost effective; daily functioning; design; Development; Diagnosis; Diet; Distress; Education; Emotional; Employment; Evaluation; evidence base; Evidence based intervention; Exercise; experience; Facial Pain; Family; Family member; Feedback; functional disability; functional outcomes; General Population; Goals; Health; Health Personnel; Healthcare; Heart Diseases; Heroin; High Prevalence; Home environment; improved; innovation; Intervention; Lead; Leadership; Life; Malignant Neoplasms; Measures; Medical; Mental Health; Mentors; Mentorship; mindfulness; Modality; mortality; Motivation; Online Systems; Opioid; opioid abuse; opioid mortality; Outcome; Pain; Pain management; Pain Measurement; Pain quality; pain reduction; pain self-management; Patient Self-Report; Patients; Persons; Phase; Physical activity; Physical Function; Pilot Projects; primary outcome; Procedures; Process Assessment; programs; Provider; Quality of life; Randomized; recruit; Research Personnel; self-management program; Services; skills; social; Social Functioning; Social support; Social Work; System; Technology; telehealth; Testing; Therapeutic Intervention; Training; Transportation; uptake; usability; validation studies; Veterans; virtual; Visit; Waiting Lists; Walking; walking intervention; Work; ,Developing an Online Therapeutic Intervention for Chronic Pain in Veterans,2814,RRD9,Career Development Program - Panel II ,,,2,,,,
9818329,R01,DA,2,N,9/28/2019,9/30/2019,7/31/2020,279,R01DA039293,,PA-17-135,2R01DA039293-04,NIDA:427093\,Non-SBIR/STTR RPGs,2019,NATIONAL INSTITUTE ON DRUG ABUSE,,PORTLAND,UNITED STATES,,3,30784888,US,5582001,MULTNOMAH COUNTY HEALTH DEPARTMENT,OR,972042303,"PROJECT NARRATIVE  Our study will contribute to the evidence about effective public policy by local governments within states that have legalized retail cannabis by providing a systematic description of 1) local (i.e., county/city) policies to regulate cannabis and local market environments (e.g., density of retailers and sales activity); 2) the association between local cannabis policies, prices and market activity and health outcomes among youth, pregnant women and adults; and 3) further association with alcohol, tobacco and opioid outcomes among youth, pregnant women and adults.",12250253; ,"DILLEY, JULIA ANN;","KIMMEL, HEATHER L",9/15/2015,7/31/2024,Address; Adult; Advocate; Affect; Alcohol consumption; Alcohol or Other Drugs use; Alcohols; Attitude; behavior influence; Behavioral; behavioral outcome; Breast Feeding; Cannabis; Child Rearing; Cities; Communities; Consequentialism; County; Data; Data Reporting; density; Dependence; Drug abuse; Effectiveness; Environment; evidence base; Exposure to; Frequencies; Funding; Grant; Health; high school; Hospitalization; Hospitals; Knowledge; Learning; Legal; Licensing; Local Government; Marijuana; Marijuana Dependence; marijuana legalization; marijuana use; Methods; Modeling; Monitor; Mothers; National Institute of Drug Abuse; Opioid; Oregon; Outcome; Pacific Northwest; Pattern; Policies; Policy Research; population based; Population Surveillance; Pregnancy; pregnant; Pregnant Women; Preparation; Prevalence; Price; Public Health; Public Policy; Publishing; Recommendation; Regulation; Research; response; Risk Assessment; Role; Sales; School-Age Population; Side; social; Social Health Services; surveillance data; System; Taxes; Time; Tobacco; Tobacco use; Transact; Variant; Visit; Washington; Woman; Youth; ,Dynamics of Cannabis Market Environment Changes and Public Health Effects after Legalization: The Role of Local-Level Regulation Beyond the Short-Term in the Pacific Northwest,39293,CIHB,Community Influences on Health Behavior Study Section ,,,4,393411,33682,427093,
9835145,I01,VA,1,N,9/4/2019,10/1/2019,9/30/2020,999,I01HX002918,,RFA-HX-18-020,1I01HX002918-01,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,SEATTLE,UNITED STATES,,9,20232971,US,481094,VA PUGET SOUND HEALTHCARE SYSTEM,WA,981081532,Not Required,3160342; ,"HEBERT, PAUL L.;",,10/1/2019,3/31/2021,improved; Incentives; Patients; Primary Health Care; Visit; Walking; Work; ,"Patient incentives for reducing no-shows, accommodating walk-in visits, and improving primary care work flow",2918,HSN1,Innovation Initiative 1 ,,,1,,,,
9838094,IK2,VA,5,N,9/23/2019,10/1/2019,9/30/2020,999,IK2RX002796,,RFA-RX-18-009,5IK2RX002796-02,,OTHERS,2019,Veterans Affairs,,BUFFALO,UNITED STATES,,26,20653809,US,481057,VA WESTERN NEW YORK HEALTHCARE SYSTEM,NY,142151129,"Mild traumatic brain injury (mTBI) is among the most common injuries sustained by Veterans of Operations Enduring and Iraqi Freedom. It is also highly co-morbid with mental health conditions, such as post-traumatic stress disorder and depression. While mTBI alone is not typically thought to cause lasting deficits in personal functioning or cognitive abilities, Veterans with a history of mTBI nonetheless report chronic psychological distress, as well as subjective difficulties with attention, concentration, poor frustration tolerance, and decision- making. Although current clinical practice guidelines for mTBI emphasize primary care-based symptom management, there are presently no evidence-based interventions to treat mental health symptoms in this setting. This research proposal therefore seeks to adapt and pilot test a brief, primary care-based intervention to reduce psychological distress in Veterans with mTBI by augmenting problem-solving skills, and helping them to develop specific cognitive and behavioral skills to improve upon their self-reported cognitive inefficiencies.",11610414; ,"KING, PAUL R.;",,10/1/2018,9/30/2023,Address; Area; arm; Attention; Attention Concentration; attentional control; base; Behavioral; brief intervention; Buffaloes; career; Caring; Chronic; Clinic; Clinical; clinical effect; Clinical Practice Guideline; Clinical Research; Cognition; Cognitive; cognitive ability; cognitive skill; cohort; Consult; Craniocerebral Trauma; Data; Decision Making; design; Development; Education; efficacy trial; Elements; Ensure; Equipment and supply inventories; Evidence based intervention; Evidence based practice; executive function; experience; Feedback; Fellowship; Freedom; Frustration; Future; General Practitioners; Goals; Grant; Health Personnel; Healthcare; Healthcare Systems; Home environment; improved; Injury; Intervention; Interview; K-Series Research Career Programs; Manuals; Measures; Medical; Medical center; medically necessary care; meetings; Mental Depression; Mental disorders; Mental Health; mental health center; Mental Health Services; Mentorship; mild traumatic brain injury; Monitor; neurobehavioral; New York; operation; Outcome; Outcome Measure; Participant; patient oriented; Patient Self-Report; Positioning Attribute; Post-Traumatic Stress Disorders; primary care services; Primary Health Care; primary outcome; Problem Solving; programs; Protocols documentation; Provider; psychological distress; Psychologist; Published Comment; Randomized; Randomized Controlled Trials; Recording of previous events; Recovery; recruit; Rehabilitation Research; rehabilitation service; Rehabilitation therapy; rehabilitative care; Reporting; Research; research and development; Research Personnel; Research Proposals; Research Support; Research Training; Resources; Series; Services; Site; skills; skills training; symptom management; Symptoms; Testing; Time; Training; treatment as usual; Veterans; War; Writing; ,Enhanced Problem-Solving Training (E-PST) to Improve Recovery from mTBI,2796,RRD9,Career Development Program - Panel II ,,,2,,,,
9844807,R18,HS,1,N,8/13/2019,9/30/2019,9/29/2020,226,R18HS027079,SCHOOLS OF MEDICINE,RFA-HS-18-002,1R18HS027079-01,AHRQ:832144\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,Aurora,UNITED STATES,FAMILY MEDICINE,6,41096314,US,1199905,UNIVERSITY OF COLORADO DENVER,CO,800452571,"Project Narrative ? FAST, Colorado Alcohol use is the third leading cause of death in the United States. Primary care practices need to implement new research findings that help identify and treat alcohol use disorder. This project would compare two methods of supporting small and medium size primary care practices in Colorado to improve their alcohol screening and treatment.",8508844; ,"DICKINSON, WALTER PERRY;","MCNELLIS, ROBERT",9/30/2019,9/29/2022,,"Facilitating Alcohol Screening and Treatment (FAST), Colorado",27079,ZHS1,Special Emphasis Panel ,,,1,,,832144,
9850480,I01,VA,5,N,8/5/2019,10/1/2019,9/30/2020,999,I01RX000798,,RFA-RX-13-001,5I01RX000798-06,,Non-SBIR/STTR RPGs,2019,Veterans Affairs,,PITTSBURGH,UNITED STATES,,18,33127569,US,481080,VETERANS HEALTH ADMINISTRATION,PA,152401003,"PUBLIC HEALTH RELEVANCE:           Decompressive laminectomy (DL) is the most common type of back surgery performed in older adults; DL treats lumbar spinal stenosis (LSS), a degenerative narrowing of the spinal canal causes pain and trouble walking. An estimated one in three people who undergo DL do not get well and often undergo repeated surgery.1,3-6 Some studies indicate that conditions outside of the spine (e.g., depression, hip arthritis) cause people who undergo DL to do poorly,27,30-36 but no one has comprehensively examined these conditions or the impact of treating them on DL outcomes. Thus LSS treatment continues to focus on the spine alone.61 The aim of this study is to identify conditions other than LSS that place veterans at risk of poor DL outcomes so that future comparative effectiveness studies can be designed that examine the impact of a more comprehensive approach to treatment. We believe that a patient-centered rather than a disease-centered approach will lead to superior outcomes, less suffering, and more appropriate use of health care resources.",1884322; ,"WEINER, DEBRA KAYE;",,10/1/2014,12/31/2022,Achievement; Age; Aging; Alcohol consumption; Alcohol or Other Drugs use; Algorithms; Anatomy; Anxiety; Arthritis; Back; Back Pain; base; Belief; Body mass index; chronic pain; Client satisfaction; Clinical; Cognitive; cognitive function; cohort; comorbid depression; Comorbidity; comparative effectiveness; Complex; Computers; coping; Coping Skills; Data; Dementia; Demographic Factors; design; disability; Disease; Education; effectiveness trial; Elderly; Expectancy; experience; Failure; Fibromyalgia; Fright; Future; Gender; Goals; Health Personnel; Healthcare; Healthcare Systems; Hip Osteoarthritis; Hip region structure; Image; improved; Individual; Intervention; Interview; Kyphosis deformity of spine; Laminectomy; Magnetic Resonance Imaging; Marital Status; Measurement; Measures; Medical; Medical center; Mental Depression; Methods; mild cognitive impairment; Moods; Multi-Institutional Clinical Trial; Musculoskeletal; older patient; Operative Surgical Procedures; Outcome; Outcome Measure; Pain; Pain in lower limb; Pain Measurement; Participant; patient oriented; Patient-Focused Outcomes; Patients; personalized medicine; Post-Traumatic Stress Disorders; Postoperative Period; Process; programs; Prospective cohort; Prospective cohort study; psychologic; public health relevance; Questionnaires; Race; recruit; Rehabilitation therapy; Repeat Surgery; Resources; response; Risk; Sampling; Schedule; scoliosis; Self Efficacy; Severities; Site; Smoking Status; Spinal; Spinal Canal; Spinal Stenosis; Spine surgery; Statistical Data Interpretation; success; Symptoms; Testing; tool; Total Hip Replacement; Treatment outcome; Vertebral column; Veterans; Visit; Walking; ,TOWARD OPTIMIZING DECOMPRESSIVE LAMINECTOMY OUTCOMES: LOOKING OUTSIDE THE SPINE,798,RRD2,Musculoskeletal Health & Function ,,,6,,,,
9879120,U01,GH,1,N,8/30/2019,9/30/2019,9/29/2020,326,U01GH002249,,RFA-GH-19-003,1U01GH002249-01,COGH:250000\ODCDC:323107\,Non-SBIR/STTR RPGs,2019,Center for Global Health,,DAKAR,SENEGAL,,,643854987,SG,10032576,INSTITUT PASTEUR DAKAR,,,Project Narrative Project title 1: Seroprevalence and risk assessment of Dengue virus infections in Senegal This project responds to Project Category A- ?Characterize Public Health Threats? under Disease Area 1 ?Acute Febrile Illness? as specified in the Notice of Funding Opportunity. Project title 2: Infectious bloody diarrhea etiologies from surveillance sentinel sites in Senegal This project responds to Project Category A ?Characterize Public Health Threats? under Disease Area 4 ?Enteric Illness? as specified in the Notice of Funding Opportunity.,15881288; ,"OUSMANE, FAYE ;",,9/30/2019,9/29/2024,,Advancing infectious disease and response in Senegal,2249,ZGH1,Special Emphasis Panel ,,,1,,,573107,
9888998,U01,GH,1,N,8/28/2019,9/30/2019,9/29/2020,326,U01GH002256,SCHOOLS OF MEDICINE,RFA-GH-19-013,1U01GH002256-01,ODCDC:500000\,Non-SBIR/STTR RPGs,2019,Center for Global Health,,HONOLULU,UNITED STATES,INTERNAL MEDICINE/MEDICINE,1,965088057,US,820005,UNIVERSITY OF HAWAII AT MANOA,HI,968222234,"The recent outbreak of Ebola virus in Liberia was a major epidemic with 4,810 deaths, in part because the country lacked adequately-trained personnel. The goal of this proposal is to build a networked serological surveillance mechanism that establishes a baseline for a number of emerging infectious viral diseases. The majority of the work will be conducted with partners in Liberia to develop a sustainable workforce trained and ready to do research on emerging epidemic viruses. This will better prepare Liberia and its life science and healthcare professionals to handle Ebola or similar epidemics in the future.",7250755; ,"LEHRER, AXEL T;",,9/30/2019,9/29/2024,,Epidemiology and Immunity to Ebola Virus and Other Emerging Viral Infections in Liberia,2256,ZGH1,Special Emphasis Panel ,,,1,,,500000,
9890536,U01,DP,1,N,8/23/2019,9/30/2019,9/29/2020,283,U01DP006488,SCHOOLS OF MEDICINE,RFA-DP-19-003,1U01DP006488-01,NCCDPHP:857633\,Non-SBIR/STTR RPGs,2019,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,ATLANTA,UNITED STATES,INTERNAL MEDICINE/MEDICINE,5,66469933,US,2384501,EMORY UNIVERSITY,GA,303224250,"Program Director/Principal Investigator (Last, First, Middle): PROJECT NARRATIVE (Relevance) Lupus is a complex autoimmune disease that disproportionately afflicts women, particularly from minority groups. Significant racial health disparities remain and may be getting worse. Investigation into areas that will reduce these disparities is important for our population?s health and will inform us about how best to treat everyone with this condition.",10085529; 7597559 (contact); ,"DRENKARD, CRISTINA MARTA; LIM, SUNG SAM (contact);",,9/28/2019,9/29/2022,,The Georgians Organized Against Lupus (GOAL) Cohort: Addressing Health Disparities in Lupus through Social Determinants of Health,6488,ZDP1,Special Emphasis Panel ,,,1,,,857633,
9891612,U24,DA,1,N,9/28/2019,9/30/2019,5/31/2024,279,U24DA050182,,RFA-DA-19-034,1U24DA050182-01,NIDA:9000783\,OTHER RESEARCH-RELATED,2019,NATIONAL INSTITUTE ON DRUG ABUSE,,RES TRIANGLE,UNITED STATES,,4,4868105,US,6939101,RESEARCH TRIANGLE INSTITUTE,NC,277092194,"PROJECT NARRATIVE The U.S. is in the midst of a grim opioid crisis, with older adolescents and young adults experiencing high rates of opioid misuse, addiction, and mortality. But because we have only scarce data on what types of prevention programs are proven to work with older adolescents and young adults, coordinated research is required to successfully adapt existing prevention programs or develop new interventions. As the Coordinating Center, RTI will support the HEAL Prevention Collaborative (HPC) to develop scientifically rigorous interventions and enable widespread adoption of positively evaluated HPC interventions for these at-risk populations.",7336929 (contact); 2055703; ,"GRAHAM, PHILLIP W (contact); RIDENOUR, TY A;","GOLDSTEIN, AMY B",9/30/2019,5/31/2024,addiction; Address; Adolescent and Young Adult; Adoption; Back; Budgets; Collection; Communication; comparative; Complex; computer infrastructure; Consensus; Consult; Consultations; cost; cost effectiveness; Criminal Justice; Data; Data Analyses; Data Collection; data integration; data management; data sharing; Development; drug abuse prevention; economic evaluation; economic impact; Economics; Ensure; Etiology; evidence base; Evidence based intervention; experience; Fostering; Foundations; health economics; Healthcare; implementation science; Infrastructure; Intervention; Knowledge; Leadership; Logistics; Meta-Analysis; Methodology; models and simulation; mortality; National Institute of Drug Abuse; Opiate Addiction; opioid epidemic; opioid misuse; opioid use disorder; Outcome; Policies; Population; Populations at Risk; prevent; Prevention; Prevention program; Prevention strategy; Preventive Intervention; Principal Investigator; Privatization; Procedures; Process; Program Evaluation; Recurrence; Research; Research Design; Research Personnel; Research Project Grants; Science; service intervention; Site; skills; systematic review; United States; web site; Work; ,HEAL Initiative: Coordinating Center to Support NIDA Preventing Opioid Use Disorder in Older Adolescents and Young Adults,50182,ZDA1,Special Emphasis Panel ,,,1,5318426,3682357,9000783,
9891641,K08,HS,1,N,9/19/2019,9/30/2019,9/29/2020,226,K08HS026772,SCHOOLS OF MEDICINE,PA-17-232,1K08HS026772-01A1,AHRQ:149072\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,ANN ARBOR,UNITED STATES,SURGERY,12,73133571,US,1506502,UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,481091276,PROJECT NARRATIVE This proposal aims to identify the unmet needs of older adult surgical patients and their families and to improve the quality of end-of-life care for at-risk individuals. These results will have an immediate impact on efforts to fully understand the care that is currently provided to such patients and their families and will provide critical insight into how surgeons and hospitals can better anticipate and manage the needs of older adults at high risk of postsurgical death or poor outcomes. The associated career development plan will serve as a vehicle for the candidate?s professional development as she transitions to independent investigator status.,9716037; ,"SUWANABOL, PASITHORN ;","WILLIS, TAMARA",9/30/2019,9/29/2024,,Optimizing the End-of-Life Care Needs of Older Adults Undergoing Surgery,26772,HCRT,HSR Health Care Research Training SS ,,A1,1,,,149072,
9902856,U01,GH,1,N,8/30/2019,9/30/2019,9/29/2020,326,U01GH002262,,RFA-GH-19-010,1U01GH002262-01,ODCDC:200000\,Non-SBIR/STTR RPGs,2019,Center for Global Health,,ABUJA,NIGERIA,,,559896984,NI,10054243,NIGERIA CENTRE FOR DISEASE CONTROL,,900108,"Advancing Infectious Disease Research Across Nigeria (AIDRAN)  PROJECT SUMMARY Evaluating the VHF Surveillance System in Nigeria The VHF surveillance system evaluation study as a component of the AIDRAN project proposes to evaluate the performance of the VHF surveillance system (focus on Lassa and Yellow fever) within the integrated disease surveillance and response (IDSR) framework to identify pertinent gaps in the system and provide practical applications to improve surveillance practice in the country. The evaluation study will be a collaboration led by NCDC which includes Georgetown University and AFENET to be implemented by an assembled multi-disciplinary team with proven records of research success and experience with disease surveillance program implementation; community-based participatory research, sustainability evaluation and cost-effectiveness analysis. It is anticipated that the utility of data from this evaluation would inform decisions to strengthen the (IDSR) framework nationally. This is critical in promoting the best use of data collection resources to support the achievement of VHF surveillance targets and address the root cause of performance gaps in the VHF surveillance system. The Surgical Site Infection Surveillance Study This proposed Surgical Site Infection (SSI) surveillance study will proffer comprehensive Hospital Acquired Surgical Site Infection (SSI) epidemiologic data that will contribute to informing the development of effective IPC interventions and promoting patient safety in Nigeria. Additionally, this study willl serve as a bench mark for expanded SSI surveillance in Nigeria, drawing on lessons learnt, and subsequently, this model if successful, could be implemented in the context of an expanded Hospital Acquired Infection (HAI) scope. The field experience gained from implementing the SSI study as well as the targeted training components of the project involving the Nigeria Field Epidemiology and Laboratory Training Program (NFELTP) and in-house will strengthen research capacity in country, which is crucial for advancing evidence-based practices in health security programs and other public health programs.",15911292; 15909833 (contact); ,"OBASANYA, JOSHUA ; OCHU, CHINWE L (contact);",,9/30/2019,9/29/2024,,Advancing Infectious Disease Research Across Nigeria (AIDRAN),2262,ZGH1,Special Emphasis Panel ,,,1,,,200000,
